content_id,platform,content_date,topic,title,caption,content_type,format,hook_type,video_length,posting_time,views,likes,comments,shares,saves,followers_before,followers_after,retention_rate,hashtag_count,hashtags,cta_type,caption_style,audience_segment
CONTENT_4D5134B6,Instagram,2026-07-30 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Evening (5-8 PM),4703,619,31,308,144,24616,24689,0.37,3,#Overthinking #struggle,None,Question to Audience,General
CONTENT_D3F1CAE2,Instagram,2026-08-10 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,25.2,Evening (5-8 PM),16303,1825,194,449,776,44461,44768,0.67,5,#AcademicStress #struggle,Comment your thoughts,Educational / Tips,General
CONTENT_ABA2DD06,TikTok,2026-04-03 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Audio Hook,39.7,Night (9 PM-12 AM),3685,447,47,39,5,28764,28779,0.6,3,#Dating #struggle,Link in bio,Question to Audience,General
CONTENT_59D4E38D,YouTube,2026-06-06 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,26.6,Night (9 PM-12 AM),4303,447,41,311,159,44596,44677,0.72,7,#Loneliness #struggle,Follow for more,Question to Audience,Millennials
CONTENT_FD77637D,TikTok,2026-07-28 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,23.3,Afternoon (12-4 PM),3619,334,22,202,20,14673,14701,0.77,6,#Overthinking #struggle,None,Long-form vulnerable,Students
CONTENT_2E3019C5,TikTok,2026-05-17 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,33.5,Night (9 PM-12 AM),1630,126,28,55,66,38778,38802,0.61,1,#Dating #struggle,Follow for more,Short & Punchy,Students
CONTENT_D9A557D0,TikTok,2026-05-12 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Visual Hook,16.1,Afternoon (12-4 PM),4469,494,58,60,214,8421,8451,0.66,7,#Relationships #struggle,Save for later,Long-form vulnerable,Millennials
CONTENT_F20524B2,Instagram,2026-05-21 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,15.7,Morning (8-11 AM),60390,5056,1122,295,313,46408,46566,0.64,6,#AcademicStress #struggle,Link in bio,Emotion + Personal Story,Students
CONTENT_1E711F19,YouTube,2026-05-18 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Morning (8-11 AM),3715,423,33,127,68,46113,46143,0.13,7,#AcademicStress #struggle,Save for later,Question to Audience,Millennials
CONTENT_1C6E7234,TikTok,2026-07-27 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Night (9 PM-12 AM),2350,266,38,13,81,4083,4096,0.48,7,#AcademicStress #struggle,Save for later,Question to Audience,Professionals
CONTENT_F23A2C9A,Instagram,2026-07-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Morning (8-11 AM),10323,1053,148,408,671,12023,12211,0.44,7,#Dating #struggle,Save for later,Educational / Tips,General
CONTENT_B3550F64,TikTok,2026-03-21 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,39.9,Morning (8-11 AM),2951,324,37,116,86,6435,6485,0.48,1,#AcademicStress #struggle,Comment your thoughts,Educational / Tips,Millennials
CONTENT_C9850936,Instagram,2026-03-19 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,466.3,Afternoon (12-4 PM),586,41,10,1,5,8373,8374,0.16,2,#SelfConfidence #struggle,Link in bio,Emotion + Personal Story,General
CONTENT_249DF4C9,Instagram,2026-03-21 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Afternoon (12-4 PM),14953,1743,102,33,113,47659,47677,0.53,4,#Relationships #struggle,Link in bio,Educational / Tips,General
CONTENT_C2B30F71,TikTok,2026-08-15 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Story Hook,417.4,Evening (5-8 PM),9809,639,58,203,200,37618,37712,0.46,9,#SocialAnxiety #struggle,Comment your thoughts,Short & Punchy,Gen Z
CONTENT_C4E330B4,Instagram,2026-05-11 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,46.1,Evening (5-8 PM),16177,2125,230,307,964,38285,38486,0.7,4,#SocialAnxiety #struggle,Follow for more,Long-form vulnerable,Professionals
CONTENT_D6769C12,Instagram,2026-08-23 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,49.6,Morning (8-11 AM),4235,387,51,168,125,25022,25056,0.4,1,#AcademicStress #struggle,None,Long-form vulnerable,General
CONTENT_178E15F2,Instagram,2026-09-05 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Story Hook,151.0,Afternoon (12-4 PM),9711,1112,121,484,145,38487,38637,0.31,6,#Overthinking #struggle,Link in bio,Educational / Tips,General
CONTENT_0942E50C,TikTok,2026-04-12 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,29.2,Night (9 PM-12 AM),6580,616,58,306,132,26364,26477,0.68,6,#FinancialStress #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_7C3D762E,YouTube,2026-03-30 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Audio Hook,474.0,Morning (8-11 AM),199267,11652,3137,16062,2210,12280,17475,0.12,4,#SocialAnxiety #struggle,Link in bio,Short & Punchy,Students
CONTENT_D365AC77,Instagram,2026-07-23 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Question Hook,203.6,Evening (5-8 PM),11932,1384,196,48,161,45251,45300,0.14,9,#Overthinking #struggle,Save for later,Educational / Tips,Millennials
CONTENT_EA570C62,YouTube,2026-07-31 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Question Hook,18.1,Afternoon (12-4 PM),15169,1247,104,1487,832,43676,44289,0.66,1,#SocialAnxiety #struggle,Comment your thoughts,Educational / Tips,Gen Z
CONTENT_70B78AB6,TikTok,2026-07-06 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Question Hook,42.6,Afternoon (12-4 PM),24928,1846,170,1108,813,13258,13680,0.68,1,#AcademicStress #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_E3247A81,Instagram,2026-04-07 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Story Hook,524.2,Afternoon (12-4 PM),44246,2997,582,1256,2185,49908,50306,0.46,4,#Loneliness #struggle,Comment your thoughts,Short & Punchy,Millennials
CONTENT_4A9D5643,Instagram,2026-04-03 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Question Hook,318.4,Morning (8-11 AM),19506,2425,276,559,677,6926,7164,0.4,8,#Dating #struggle,None,Educational / Tips,Millennials
CONTENT_0C7551CD,YouTube,2026-07-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Story Hook,59.6,Evening (5-8 PM),13857,975,184,864,254,32656,32849,0.72,6,#SocialAnxiety #struggle,None,Question to Audience,Gen Z
CONTENT_B189BAE9,YouTube,2026-07-19 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Morning (8-11 AM),4071,511,71,357,365,35947,36060,0.47,8,#SocialAnxiety #struggle,None,Short & Punchy,Millennials
CONTENT_E7E8476C,YouTube,2026-07-19 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,42.9,Afternoon (12-4 PM),72728,7914,888,2650,443,24225,24891,0.44,8,#AcademicStress #struggle,None,Educational / Tips,Millennials
CONTENT_59497902,YouTube,2026-08-29 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Audio Hook,43.6,Morning (8-11 AM),4459,533,72,159,265,49831,49905,0.36,7,#SelfConfidence #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_0FD7E6B3,Instagram,2026-07-31 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,48.1,Night (9 PM-12 AM),3398,436,23,336,230,49998,50109,0.55,9,#SocialAnxiety #struggle,None,Question to Audience,General
CONTENT_5BFC7E35,Instagram,2026-06-10 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,41.4,Morning (8-11 AM),169990,20359,3220,8005,2329,6017,8819,0.53,4,#FinancialStress #struggle,Comment your thoughts,Emotion + Personal Story,General
CONTENT_F661BA07,YouTube,2026-03-23 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,17.2,Night (9 PM-12 AM),10471,1017,54,66,52,38766,38786,0.67,6,#Loneliness #struggle,Follow for more,Educational / Tips,Gen Z
CONTENT_B439C633,TikTok,2026-08-16 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,16.5,Night (9 PM-12 AM),4233,595,30,139,295,32358,32412,0.43,4,#Overthinking #struggle,Follow for more,Long-form vulnerable,Millennials
CONTENT_3D1069EE,YouTube,2026-07-14 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Morning (8-11 AM),2757,265,53,99,32,8345,8376,0.43,9,#Overthinking #struggle,Follow for more,Emotion + Personal Story,Gen Z
CONTENT_10557750,Instagram,2026-03-31 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Question Hook,39.4,Afternoon (12-4 PM),24659,2586,349,578,610,14140,14282,0.62,2,#FinancialStress #struggle,None,Educational / Tips,Millennials
CONTENT_F7752798,Instagram,2026-07-30 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Question Hook,50.4,Night (9 PM-12 AM),6691,865,83,60,114,31573,31615,0.69,6,#Relationships #struggle,Link in bio,Question to Audience,Students
CONTENT_57225A09,TikTok,2026-08-23 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Night (9 PM-12 AM),2386,125,14,42,35,42971,42989,0.41,9,#CareerPressure #struggle,None,Short & Punchy,Millennials
CONTENT_84FDEF83,YouTube,2026-05-08 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,23.4,Night (9 PM-12 AM),10736,833,103,657,885,38991,39267,0.6,2,#SocialAnxiety #struggle,Share this,Short & Punchy,General
CONTENT_0EA92E74,TikTok,2026-03-21 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Visual Hook,24.1,Night (9 PM-12 AM),4232,589,62,69,169,6906,6962,0.47,7,#Productivity #struggle,Comment your thoughts,Emotion + Personal Story,General
CONTENT_84CE86D0,TikTok,2026-07-20 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Long Video,Story Hook,199.7,Afternoon (12-4 PM),5874,301,78,21,242,25217,25241,0.26,9,#FinancialStress #struggle,Share this,Question to Audience,Millennials
CONTENT_B8B5DE94,YouTube,2026-08-12 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Evening (5-8 PM),63982,7368,621,5264,7620,42945,44606,0.56,1,#SocialAnxiety #struggle,Save for later,Long-form vulnerable,Professionals
CONTENT_E7802C05,TikTok,2026-08-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,42.6,Afternoon (12-4 PM),291747,38107,5151,18714,3774,23433,27131,0.6,7,#SocialAnxiety #struggle,Comment your thoughts,Emotion + Personal Story,Students
CONTENT_40C91015,TikTok,2026-08-01 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),710,50,7,1,11,45333,45335,0.45,9,#Dating #struggle,Link in bio,Short & Punchy,Students
CONTENT_8A62B39E,Instagram,2026-06-30 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Visual Hook,45.2,Afternoon (12-4 PM),2965,284,53,58,144,13109,13143,0.58,8,#SelfConfidence #struggle,None,Educational / Tips,Gen Z
CONTENT_3F79910E,YouTube,2026-07-29 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Evening (5-8 PM),10149,525,197,242,422,14074,14233,0.42,5,#CareerPressure #struggle,Share this,Long-form vulnerable,Students
CONTENT_EBD0CDB4,Instagram,2026-05-10 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,27.8,Night (9 PM-12 AM),58001,3274,1053,3911,4708,6374,7257,0.64,3,#SocialAnxiety #struggle,Save for later,Short & Punchy,Millennials
CONTENT_BA8EFF75,TikTok,2026-06-04 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Question Hook,407.5,Morning (8-11 AM),2574,152,47,224,19,45096,45121,0.15,8,#Loneliness #struggle,Follow for more,Question to Audience,Students
CONTENT_615A963A,TikTok,2026-08-18 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Audio Hook,22.4,Afternoon (12-4 PM),135411,15930,944,5373,6068,12093,13664,0.56,7,#Loneliness #struggle,Follow for more,Emotion + Personal Story,Gen Z
CONTENT_6F09FEF5,YouTube,2026-08-24 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,31.3,Afternoon (12-4 PM),8411,458,59,201,194,43604,43676,0.59,3,#CareerPressure #struggle,Follow for more,Long-form vulnerable,Students
CONTENT_F98A39DC,Instagram,2026-04-15 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Visual Hook,143.8,Afternoon (12-4 PM),12161,1170,140,248,38,23760,23813,0.31,9,#Dating #struggle,None,Emotion + Personal Story,General
CONTENT_38E354ED,Instagram,2026-06-26 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Visual Hook,356.9,Evening (5-8 PM),11995,1790,83,109,241,9210,9268,0.48,1,#CareerPressure #struggle,None,Long-form vulnerable,Millennials
CONTENT_92FB7165,YouTube,2026-05-24 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Evening (5-8 PM),5523,718,82,38,118,14395,14434,0.47,3,#FinancialStress #struggle,Link in bio,Emotion + Personal Story,Millennials
CONTENT_71650566,YouTube,2026-07-18 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,405.0,Evening (5-8 PM),15375,1746,287,197,144,12777,12841,0.1,8,#SelfConfidence #struggle,Share this,Educational / Tips,Gen Z
CONTENT_88C9E4FB,Instagram,2026-06-16 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Audio Hook,160.5,Morning (8-11 AM),21465,1537,257,138,428,18514,18607,0.42,7,#SelfConfidence #struggle,Share this,Emotion + Personal Story,General
CONTENT_9180D8FC,TikTok,2026-08-17 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Long Video,Question Hook,304.4,Afternoon (12-4 PM),4832,521,79,142,92,2141,2193,0.28,2,#Relationships #struggle,Comment your thoughts,Question to Audience,General
CONTENT_FA7A96BE,YouTube,2026-08-18 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Visual Hook,57.6,Morning (8-11 AM),17785,901,191,374,289,9767,9908,0.55,1,#SelfConfidence #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_0978BDB0,YouTube,2026-04-08 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,58.4,Evening (5-8 PM),661,35,3,11,2,15138,15139,0.45,5,#SocialAnxiety #struggle,Comment your thoughts,Educational / Tips,General
CONTENT_68344C31,Instagram,2026-04-27 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,35.0,Evening (5-8 PM),10762,1191,78,321,190,46123,46265,0.34,2,#AcademicStress #struggle,Share this,Long-form vulnerable,General
